, KOOTENAI - LIBBY DAM, KOOTENAI - AT LEONIA, NF FLATHEAD - NEAR COLUMBIA FALLS, MF FLATHEAD - NEAR WEST GLACIER, SF FLATHEAD - HUNGRY HORSE DAM, FLATHEAD - AT COLUMBIA FALLS, CLARK FORK - AT DEER LODGE, CLARK FORK - NR DRUMMOND, ROCK CREEK - NEAR CLINTON, BLACKFOOT - NEAR BONNER, CLARK FORK - ABOVE MISSOULA, BITTERROOT - NEAR MISSOULA, CLARK FORK - BELOW MISSOULA, ST. REGIS - NEAR ST. REGIS, CLARK FORK - AT ST REGIS, FLATHEAD - KERR DAM, CLARK FORK - NOXON RAPIDS DAM, CLARK FORK - CABINET GORGE DAM, PRIEST - NEAR PRIEST RIVER, PEND OREILLE - ALBENI FALLS DAM, COEUR D ALENE - COEUR D ALENE LAKE, SPOKANE - AT SPOKANE, SPOKANE - AT LONGLAKE, ST MARIES - NEAR SANTA, COLUMBIA - AT INTL BOUNDARY, KETTLE - AT LAURIER, COLUMBIA - GRAND COULEE DAM, COLUMBIA - CHIEF JOSEPH DAM, OKANOGAN - NEAR TONASKET, METHOW - NEAR PATEROS, COLUMBIA - WELLS DAM, CHELAN - LAKE CHELAN DAM, COLUMBIA - ROCKY REACH DAM, ENTIAT - NEAR ARDENVOIR, WENATCHEE - AT PESHASTIN, COLUMBIA - WANAPUM DAM, COLUMBIA - PRIEST RAPIDS DAM, YAKIMA - KEECHELUS LAKE, KACHESS - KACHESS DAM, YAKIMA - AT EASTON, CLE ELUM - CLE ELUM LAKE, TEANAWAY - BELOW FORKS, YAKIMA - AT UMTANUM, BUMPING - BUMPING LAKE DAM, NACHES - NEAR CLIFFDEL, TIETON - RIMROCK LAKE NEAR RIMROCK, NACHES - NEAR NACHES, YAKIMA - NEAR PARKER, YAKIMA - AT KIONA, HENRYS FORK - ISLAND PARK DAM, FALL RIVER - NEAR CHESTER, HENRYS FORK - AT ST. ANTHONY, TETON - NEAR ST. ANTHONY, HENRYS FORK - AT REXBURG, SNAKE - JACKSON LAKE AT DAM, SNAKE - NEAR JACKSON, SNAKE - NEAR ALPINE, SF SNAKE - PALISADES DAM, SNAKE - NEAR HEISE, WILLOW CREEK - RIRIE DAM, SNAKE - AB EAGLE ROCK NR IDAHO FALLS, SNAKE - NEAR SHELLEY, SNAKE - AT BLACKFOOT, SNAKE - NEAR BLACKFOOT, PORTNEUF - AT POCATELLO, SNAKE - AMERICAN FALLS RESERVOIR, SNAKE - AT MILNER, BRUNEAU - NEAR HOT SPRINGS, SNAKE - BELOW SWAN FALLS, BIG LOST - AT HOWELL RANCH NEAR CHILLY, BIG LOST - MACKAY RESERVOIR NEAR MACKAY, BIG WOOD - AT HAILEY, BIG WOOD - MAGIC DAM, LITTLE WOOD - LITTLE WOOD DAM, OWYHEE - OWYHEE DAM, SF BOISE - ANDERSON RANCH DAM, BOISE - LUCKY PEAK DAM, BOISE - AT GLENWOOD BRIDGE, BOISE - NEAR PARMA, MALHEUR - WARM SPRINGS DAM, MALHEUR - AGENCY VALLEY DAM, BULLY CREEK - BULLY CREEK DAM, NF PAYETTE - CASCADE DAM, DEADWOOD - NEAR LOWMAN, PAYETTE - NEAR EMMETT, WEISER - NEAR WEISER, SNAKE - AT WEISER, SNAKE - BROWNLEE DAM, SALMON - AT WHITEBIRD, GRANDE RONDE - TROY, SNAKE - NEAR ANATONE, CLEARWATER - AT OROFINO, NF CLEARWATER - DWORSHAK DAM, CLEARWATER - AT SPALDING, SNAKE - LOWER GRANITE DAM, SNAKE - LITTLE GOOSE DAM, SNAKE - LOWER MONUMENTAL DAM, SNAKE - ICE HARBOR DAM, WALLA WALLA - NEAR TOUCHET, COLUMBIA - MCNARY DAM, UMATILLA - NEAR GIBBON, UMATILLA - AT PENDLETON, MCKAY CREEK - NEAR PILOT ROCK, UMATILLA - NEAR UMATILLA, NF JOHN DAY - AT MONUMENT, JOHN DAY - AT SERVICE CK, COLUMBIA - JOHN DAY DAM, DESCHUTES - AT MOODY NR BIGGS, COLUMBIA - THE DALLES DAM, KLICKITAT - NEAR PITT, HOOD - NEAR TUCKER BRIDGE, WHITE SALMON - NEAR UNDERWOOD, COLUMBIA - BONNEVILLE DAM
2019-12-19,3226.0,9323.0,674.0,389.0,804.0,3701.0,322.0,645.0,251.0,439.0,1490.0,675.0,2174.0,94.0,2664.0,4218.0,10987.0,11986.0,471.0,13363.0,926.0,925.0,1664.0,76.0,82977.0,481.0,85262.0,84999.0,809.0,400.0,86208.0,856.0,88606.0,94.0,712.0,89323.0,89324.0,112.0,98.0,182.0,270.0,81.0,692.0,67.0,350.0,170.0,251.0,1392.0,1902.0,417.0,442.0,1482.0,372.0,1819.0,465.0,1131.0,1380.0,2337.0,1242.0,40.0,2331.0,2322.0,1933.0,1992.0,253.0,4759.0,121.0,134.0,7477.0,97.0,174.0,187.0,134.0,55.0,250.0,278.0,76.0,317.0,970.0,75.0,50.0,58.0,229.0,55.0,1186.0,140.0,11100.0,11740.0,4326.0,742.0,18491.0,1453.0,875.0,3269.0,22806.0,22806.0,22955.0,22955.0,428.0,114651.0,125.0,216.0,73.0,384.0,177.0,435.0,119278.0,5551.0,121972.0,853.0,889.0,634.0,124371.0
2019-12-20,3228.0,9233.0,670.0,386.0,806.0,3695.0,322.0,645.0,249.0,437.0,1486.0,675.0,2169.0,94.0,2657.0,4210.0,10945.0,11944.0,468.0,13334.0,919.0,921.0,1666.0,76.0,82919.0,481.0,85212.0,84999.0,809.0,399.0,86207.0,839.0,88586.0,94.0,703.0,89293.0,89294.0,106.0,92.0,180.0,254.0,77.0,679.0,65.0,351.0,169.0,250.0,1381.0,1897.0,417.0,439.0,1488.0,371.0,1831.0,465.0,1127.0,1377.0,2329.0,1242.0,39.0,2349.0,2341.0,1952.0,2007.0,253.0,4765.0,120.0,134.0,7483.0,97.0,174.0,187.0,133.0,55.0,253.0,278.0,76.0,320.0,970.0,75.0,50.0,58.0,229.0,55.0,1187.0,140.0,11100.0,11732.0,4323.0,737.0,18474.0,1440.0,861.0,3250.0,22775.0,22775.0,22924.0,22924.0,454.0,114605.0,110.0,205.0,67.0,371.0,182.0,440.0,119267.0,5513.0,121914.0,842.0,793.0,627.0,124275.0
2019-12-21,3201.0,9043.0,669.0,381.0,806.0,3687.0,322.0,644.0,248.0,442.0,1483.0,676.0,2162.0,94.0,2654.0,4200.0,10924.0,11924.0,464.0,13312.0,913.0,916.0,1662.0,75.0,81548.0,481.0,84674.0,84999.0,806.0,398.0,86206.0,821.0,88563.0,93.0,696.0,89264.0,89265.0,101.0,88.0,179.0,240.0,75.0,672.0,63.0,352.0,169.0,247.0,1371.0,1887.0,417.0,439.0,1498.0,370.0,1839.0,465.0,1126.0,1373.0,2323.0,1242.0,39.0,2357.0,2349.0,1967.0,2021.0,253.0,4776.0,120.0,134.0,7489.0,97.0,174.0,187.0,131.0,55.0,259.0,275.0,76.0,324.0,966.0,75.0,50.0,58.0,228.0,55.0,1189.0,140.0,11098.0,11726.0,4321.0,736.0,18459.0,1427.0,848.0,3237.0,22764.0,22764.0,22913.0,22913.0,459.0,114553.0,126.0,202.0,64.0,358.0,188.0,442.0,119235.0,5476.0,121832.0,825.0,850.0,624.0,124086.0
2019-12-22,3197.0,9028.0,668.0,376.0,806.0,3682.0,322.0,644.0,248.0,445.0,1483.0,673.0,2157.0,94.0,2657.0,4192.0,10913.0,11916.0,461.0,13383.0,907.0,911.0,1659.0,74.0,77370.0,481.0,80244.0,84999.0,803.0,395.0,86201.0,805.0,88536.0,92.0,688.0,89228.0,89230.0,97.0,84.0,177.0,228.0,73.0,666.0,62.0,352.0,168.0,246.0,1365.0,1877.0,417.0,441.0,1511.0,370.0,1850.0,464.0,1125.0,1370.0,2320.0,1241.0,39.0,2364.0,2353.0,1974.0,2027.0,253.0,4785.0,119.0,134.0,7495.0,97.0,174.0,187.0,129.0,55.0,259.0,274.0,75.0,327.0,965.0,75.0,50.0,56.0,228.0,55.0,1191.0,140.0,11091.0,11715.0,4315.0,733.0,18451.0,1410.0,846.0,3220.0,22749.0,22749.0,22897.0,22897.0,487.0,114527.0,114.0,210.0,65.0,355.0,191.0,448.0,119239.0,5438.0,121786.0,814.0,906.0,625.0,124131.0
2019-12-23,3212.0,9027.0,668.0,369.0,806.0,3675.0,322.0,644.0,248.0,446.0,1483.0,666.0,2154.0,93.0,2653.0,4184.0,10907.0,11912.0,457.0,13527.0,901.0,907.0,1658.0,73.0,77426.0,478.0,79665.0,84999.0,803.0,395.0,86197.0,789.0,88516.0,92.0,680.0,89200.0,89201.0,93.0,80.0,176.0,219.0,70.0,661.0,60.0,352.0,168.0,244.0,1360.0,1868.0,415.0,443.0,1527.0,369.0,1866.0,463.0,1123.0,1368.0,2314.0,1240.0,39.0,2373.0,2360.0,1980.0,2032.0,253.0,4789.0,118.0,134.0,7501.0,96.0,172.0,187.0,129.0,55.0,253.0,271.0,75.0,330.0,965.0,73.0,50.0,56.0,228.0,54.0,1194.0,138.0,11091.0,11712.0,4314.0,724.0,18450.0,1399.0,839.0,3207.0,22728.0,22728.0,22876.0,22876.0,479.0,114458.0,109.0,214.0,63.0,358.0,192.0,449.0,119213.0,5400.0,121713.0,808.0,925.0,623.0,124075.0
2019-12-24,3234.0,9056.0,668.0,365.0,806.0,3672.0,322.0,644.0,248.0,446.0,1483.0,664.0,2154.0,92.0,2644.0,4179.0,10897.0,11905.0,455.0,13537.0,898.0,906.0,1658.0,73.0,77415.0,473.0,79680.0,84999.0,802.0,393.0,86195.0,773.0,88498.0,91.0,674.0,89175.0,89176.0,89.0,77.0,175.0,215.0,68.0,657.0,59.0,352.0,167.0,242.0,1354.0,1856.0,413.0,442.0,1535.0,369.0,1883.0,462.0,1122.0,1368.0,2310.0,1239.0,39.0,2386.0,2370.0,1989.0,2039.0,252.0,4794.0,117.0,134.0,7507.0,95.0,171.0,186.0,128.0,55.0,250.0,270.0,75.0,333.0,963.0,70.0,50.0,56.0,228.0,54.0,1197.0,137.0,11092.0,11712.0,4313.0,723.0,18453.0,1392.0,837.0,3199.0,22719.0,22719.0,22867.0,22867.0,443.0,114368.0,106.0,208.0,63.0,364.0,192.0,447.0,119163.0,5363.0,121614.0,801.0,829.0,621.0,123961.0
2019-12-25,3235.0,9065.0,668.0,359.0,806.0,3666.0,322.0,644.0,248.0,446.0,1483.0,664.0,2154.0,92.0,2641.0,4174.0,10882.0,11892.0,451.0,13512.0,895.0,904.0,1661.0,72.0,77404.0,472.0,79670.0,84999.0,799.0,391.0,86193.0,757.0,88479.0,91.0,667.0,89150.0,89151.0,86.0,74.0,174.0,215.0,67.0,653.0,58.0,284.0,167.0,203.0,1345.0,1845.0,412.0,440.0,1532.0,367.0,1891.0,463.0,1118.0,1364.0,2302.0,1237.0,39.0,2398.0,2382.0,2002.0,2049.0,251.0,4801.0,116.0,134.0,7504.0,95.0,171.0,184.0,126.0,54.0,250.0,270.0,76.0,337.0,961.0,70.0,49.0,56.0,228.0,54.0,1199.0,137.0,11093.0,11712.0,4307.0,719.0,18454.0,1385.0,832.0,3192.0,22715.0,22715.0,22863.0,22863.0,462.0,114346.0,103.0,208.0,61.0,359.0,194.0,446.0,119161.0,5327.0,121563.0,792.0,774.0,622.0,123778.0
2019-12-26,3232.0,9065.0,664.0,359.0,806.0,3662.0,321.0,639.0,247.0,446.0,1480.0,661.0,2149.0,91.0,2639.0,4167.0,10871.0,11884.0,449.0,13497.0,890.0,901.0,1662.0,72.0,77379.0,469.0,79648.0,84999.0,794.0,390.0,86189.0,743.0,88461.0,90.0,661.0,89125.0,89126.0,83.0,73.0,172.0,217.0,65.0,646.0,57.0,180.0,166.0,71.0,1266.0,1825.0,411.0,440.0,1525.0,366.0,1889.0,464.0,1116.0,1361.0,2291.0,1237.0,39.0,2400.0,2385.0,2011.0,2057.0,250.0,4805.0,115.0,134.0,7499.0,95.0,171.0,184.0,126.0,54.0,250.0,270.0,77.0,340.0,961.0,70.0,48.0,56.0,228.0,54.0,1197.0,137.0,11089.0,11709.0,4299.0,710.0,18452.0,1373.0,827.0,3179.0,22691.0,22691.0,22839.0,22839.0,497.0,114331.0,101.0,205.0,63.0,356.0,199.0,449.0,119182.0,5319.0,121564.0,785.0,857.0,619.0,123771.0
2019-12-27,3203.0,9042.0,660.0,352.0,806.0,3653.0,318.0,636.0,244.0,446.0,1474.0,657.0,2138.0,91.0,2631.0,4163.0,10863.0,11878.0,445.0,13481.0,885.0,897.0,1661.0,71.0,77347.0,465.0,79611.0,84999.0,792.0,391.0,86185.0,728.0,88442.0,89.0,653.0,89098.0,89100.0,81.0,70.0,171.0,219.0,64.0,639.0,56.0,179.0,166.0,59.0,1177.0,1765.0,410.0,440.0,1514.0,366.0,1883.0,464.0,1114.0,1357.0,2285.0,1237.0,39.0,2394.0,2378.0,2011.0,2059.0,250.0,4808.0,115.0,134.0,7494.0,95.0,171.0,184.0,126.0,53.0,253.0,270.0,78.0,343.0,961.0,70.0,48.0,56.0,228.0,54.0,1195.0,137.0,11076.0,11696.0,4298.0,709.0,18448.0,1364.0,822.0,3166.0,22674.0,22674.0,22822.0,22822.0,546.0,114292.0,104.0,218.0,60.0,356.0,196.0,453.0,119179.0,5316.0,121547.0,779.0,828.0,617.0,123826.0
2019-12-28,3168.0,9008.0,656.0,347.0,806.0,3643.0,317.0,634.0,244.0,446.0,1470.0,653.0,2134.0,90.0,2619.0,4155.0,10852.0,11870.0,443.0,13450.0,881.0,895.0,1665.0,70.0,77300.0,465.0,79574.0,84999.0,791.0,391.0,86182.0,714.0,88424.0,88.0,646.0,89073.0,89074.0,78.0,69.0,170.0,224.0,63.0,633.0,55.0,178.0,165.0,55.0,1153.0,1696.0,410.0,440.0,1502.0,366.0,1875.0,463.0,1113.0,1353.0,2281.0,1237.0,39.0,2385.0,2368.0,2004.0,2053.0,248.0,4805.0,114.0,134.0,7489.0,95.0,171.0,184.0,126.0,53.0,259.0,270.0,79.0,347.0,958.0,70.0,48.0,56.0,228.0,54.0,1194.0,137.0,11062.0,11682.0,4292.0,711.0,18451.0,1347.0,808.0,3151.0,22663.0,22663.0,22812.0,22812.0,563.0,114200.0,114.0,231.0,64.0,367.0,194.0,452.0,119138.0,5313.0,121496.0,777.0,978.0,630.0,123748.0
2019-12-29,3159.0,8987.0,655.0,344.0,806.0,3638.0,317.0,634.0,244.0,446.0,1465.0,651.0,2129.0,90.0,2608.0,4145.0,10829.0,11849.0,439.0,13417.0,874.0,890.0,1665.0,70.0,77237.0,462.0,79512.0,84999.0,792.0,392.0,86182.0,700.0,88409.0,87.0,641.0,89053.0,89053.0,76.0,67.0,168.0,228.0,62.0,631.0,55.0,176.0,164.0,49.0,1145.0,1661.0,410.0,438.0,1492.0,367.0,1866.0,462.0,1110.0,1350.0,2277.0,1237.0,39.0,2374.0,2356.0,1994.0,2043.0,247.0,4795.0,113.0,134.0,7484.0,95.0,171.0,184.0,126.0,53.0,259.0,270.0,79.0,350.0,952.0,70.0,48.0,56.0,229.0,54.0,1192.0,137.0,11039.0,11660.0,4271.0,715.0,18449.0,1334.0,803.0,3135.0,22647.0,22647.0,22796.0,22796.0,584.0,114132.0,119.0,239.0,65.0,379.0,196.0,451.0,119101.0,5311.0,121441.0,779.0,1036.0,644.0,123887.0
2019-12-30,3159.0,8983.0,655.0,340.0,806.0,3635.0,317.0,634.0,244.0,446.0,1460.0,651.0,2119.0,90.0,2604.0,4138.0,10809.0,11830.0,438.0,13389.0,871.0,888.0,1665.0,70.0,77191.0,457.0,79453.0,84999.0,793.0,391.0,86182.0,686.0,88394.0,87.0,634.0,89032.0,89032.0,75.0,67.0,167.0,232.0,61.0,629.0,54.0,174.0,164.0,45.0,1138.0,1648.0,410.0,438.0,1489.0,366.0,1859.0,462.0,1108.0,1346.0,2270.0,1237.0,39.0,2364.0,2344.0,1982.0,2030.0,247.0,4779.0,112.0,134.0,7478.0,95.0,171.0,184.0,125.0,53.0,255.0,270.0,80.0,353.0,952.0,70.0,48.0,56.0,231.0,54.0,1190.0,137.0,11017.0,11636.0,4259.0,711.0,18421.0,1327.0,796.0,3127.0,22622.0,22622.0,22771.0,22771.0,696.0,114179.0,115.0,245.0,63.0,388.0,200.0,452.0,119181.0,5309.0,121504.0,776.0,1082.0,643.0,123957.0
2019-12-31,3159.0,8976.0,655.0,338.0,806.0,3633.0,317.0,633.0,244.0,446.0,1458.0,651.0,2117.0,90.0,2604.0,4133.0,10800.0,11823.0,434.0,13364.0,869.0,887.0,1669.0,69.0,77158.0,456.0,79421.0,84999.0,793.0,389.0,86182.0,674.0,88378.0,86.0,628.0,89009.0,89010.0,73.0,66.0,166.0,236.0,60.0,627.0,54.0,173.0,164.0,45.0,1131.0,1639.0,409.0,439.0,1488.0,366.0,1857.0,462.0,1108.0,1346.0,2267.0,1237.0,39.0,2355.0,2333.0,1971.0,2016.0,247.0,4763.0,111.0,134.0,7473.0,95.0,170.0,184.0,125.0,53.0,259.0,270.0,82.0,356.0,952.0,70.0,48.0,56.0,232.0,54.0,1189.0,137.0,11003.0,11620.0,4256.0,711.0,18412.0,1320.0,796.0,3120.0,22611.0,22611.0,22759.0,22759.0,739.0,114171.0,113.0,259.0,61.0,396.0,204.0,454.0,119235.0,5307.0,121548.0,774.0,1117.0,644.0,124076.0
2020-01-01,3162.0,8815.0,653.0,332.0,809.0,3627.0,317.0,629.0,244.0,446.0,1463.0,651.0,2119.0,90.0,2605.0,4132.0,10790.0,11816.0,432.0,13344.0,867.0,827.0,1661.0,69.0,79574.0,456.0,80834.0,84999.0,794.0,388.0,86180.0,660.0,88274.0,86.0,623.0,88935.0,88944.0,72.0,64.0,165.0,222.0,59.0,625.0,53.0,173.0,162.0,47.0,1127.0,1630.0,408.0,440.0,1492.0,366.0,1861.0,463.0,1109.0,1342.0,2263.0,1311.0,40.0,2359.0,2329.0,1964.0,2005.0,246.0,4748.0,110.0,134.0,7467.0,94.0,168.0,184.0,125.0,53.0,259.0,270.0,92.0,360.0,952.0,70.0,48.0,56.0,233.0,53.0,1187.0,137.0,10991.0,11607.0,4254.0,709.0,18411.0,1314.0,794.0,3115.0,22606.0,22606.0,22754.0,22754.0,680.0,114072.0,104.0,252.0,61.0,408.0,209.0,458.0,119194.0,5312.0,121504.0,768.0,1075.0,640.0,124036.0
2020-01-02,3180.0,6468.0,645.0,326.0,813.0,3659.0,317.0,627.0,244.0,446.0,1473.0,648.0,2123.0,90.0,2602.0,4135.0,10562.0,11574.0,429.0,13269.0,861.0,665.0,1481.0,68.0,87230.0,455.0,89376.0,84999.0,795.0,387.0,86180.0,648.0,87729.0,85.0,617.0,88393.0,88412.0,70.0,63.0,166.0,209.0,58.0,622.0,53.0,171.0,162.0,49.0,1124.0,1629.0,407.0,441.0,1491.0,365.0,1867.0,463.0,1122.0,1339.0,2264.0,1476.0,41.0,2463.0,2402.0,1985.0,2014.0,245.0,4740.0,109.0,134.0,7462.0,93.0,168.0,183.0,125.0,53.0,255.0,270.0,105.0,363.0,952.0,70.0,48.0,56.0,234.0,53.0,1184.0,137.0,10978.0,11593.0,4250.0,709.0,18412.0,1305.0,783.0,3102.0,22596.0,22596.0,22744.0,22744.0,660.0,113802.0,103.0,258.0,57.0,406.0,211.0,459.0,119013.0,5341.0,121351.0,765.0,1019.0,637.0,123833.0
2020-01-03,3163.0,6468.0,642.0,325.0,813.0,3657.0,317.0,627.0,244.0,446.0,1484.0,646.0,2130.0,90.0,2595.0,4154.0,10250.0,11233.0,426.0,13148.0,854.0,658.0,1452.0,68.0,87121.0,450.0,90373.0,86874.0,796.0,387.0,87702.0,635.0,88863.0,85.0,611.0,89076.0,88978.0,69.0,61.0,166.0,199.0,57.0,618.0,52.0,171.0,162.0,51.0,1120.0,1632.0,406.0,441.0,1487.0,364.0,1870.0,463.0,1136.0,1338.0,2277.0,1644.0,41.0,2632.0,2566.0,2103.0,2110.0,245.0,4779.0,109.0,134.0,7457.0,93.0,168.0,182.0,123.0,52.0,257.0,270.0,117.0,366.0,952.0,70.0,48.0,56.0,234.0,53.0,1178.0,137.0,10962.0,11577.0,4244.0,709.0,18416.0,1295.0,789.0,3090.0,22584.0,22584.0,22732.0,22732.0,688.0,113442.0,105.0,260.0,56.0,410.0,213.0,456.0,118637.0,5371.0,120989.0,764.0,915.0,659.0,123402.0
2020-01-04,3159.0,5372.0,642.0,322.0,813.0,3656.0,316.0,626.0,244.0,446.0,1493.0,644.0,2140.0,90.0,2593.0,4151.0,10222.0,11204.0,424.0,13131.0,852.0,656.0,1453.0,67.0,86841.0,449.0,90074.0,89999.0,796.0,384.0,91179.0,623.0,92627.0,84.0,607.0,93011.0,92903.0,68.0,60.0,166.0,192.0,57.0,618.0,52.0,170.0,162.0,53.0,1119.0,1635.0,406.0,441.0,1477.0,365.0,1867.0,463.0,1150.0,1335.0,2291.0,1813.0,41.0,2799.0,2733.0,2268.0,2269.0,244.0,4901.0,108.0,132.0,7450.0,93.0,168.0,182.0,122.0,52.0,252.0,269.0,128.0,369.0,952.0,70.0,48.0,55.0,235.0,53.0,1174.0,137.0,10945.0,11559.0,4241.0,709.0,18415.0,1284.0,795.0,3079.0,22574.0,22574.0,22723.0,22723.0,684.0,115515.0,115.0,274.0,58.0,414.0,213.0,454.0,120182.0,5394.0,122410.0,768.0,945.0,670.0,124499.0
2020-01-05,3159.0,4465.0,642.0,318.0,813.0,3652.0,313.0,620.0,244.0,446.0,1495.0,640.0,2142.0,90.0,2588.0,4147.0,10224.0,11209.0,420.0,13134.0,850.0,656.0,1457.0,67.0,86747.0,449.0,89934.0,89999.0,797.0,381.0,91177.0,612.0,92671.0,84.0,601.0,93276.0,93277.0,67.0,60.0,167.0,186.0,56.0,621.0,52.0,169.0,161.0,55.0,1121.0,1641.0,404.0,439.0,1476.0,364.0,1861.0,462.0,1165.0,1332.0,2302.0,1982.0,42.0,2962.0,2896.0,2435.0,2435.0,244.0,5061.0,107.0,132.0,7445.0,93.0,168.0,180.0,121.0,52.0,250.0,266.0,140.0,373.0,951.0,70.0,48.0,53.0,236.0,53.0,1173.0,137.0,10931.0,11544.0,4232.0,709.0,18417.0,1274.0,794.0,3069.0,22564.0,22564.0,22712.0,22712.0,657.0,118156.0,129.0,292.0,68.0,428.0,215.0,456.0,123251.0,5423.0,125552.0,773.0,1037.0,681.0,127817.0
2020-01-06,3159.0,4463.0,642.0,315.0,813.0,3647.0,311.0,616.0,244.0,446.0,1495.0,640.0,2142.0,89.0,2577.0,4143.0,10215.0,11203.0,419.0,13130.0,846.0,654.0,1459.0,66.0,86732.0,448.0,89896.0,89999.0,797.0,380.0,91176.0,600.0,92659.0,84.0,596.0,93257.0,93257.0,66.0,61.0,167.0,180.0,55.0,623.0,51.0,168.0,161.0,57.0,1124.0,1642.0,403.0,442.0,1479.0,363.0,1858.0,461.0,1180.0,1330.0,2314.0,2151.0,43.0,3124.0,3057.0,2599.0,2596.0,244.0,5225.0,106.0,130.0,7439.0,93.0,168.0,179.0,120.0,52.0,247.0,266.0,153.0,376.0,948.0,70.0,48.0,53.0,235.0,53.0,1171.0,137.0,10915.0,11528.0,4238.0,709.0,18422.0,1268.0,787.0,3061.0,22558.0,22558.0,22700.0,22700.0,630.0,118245.0,128.0,303.0,70.0,447.0,216.0,459.0,123564.0,5453.0,125955.0,778.0,1010.0,680.0,128447.0
2020-01-07,3159.0,4462.0,642.0,309.0,813.0,3643.0,309.0,613.0,244.0,444.0,1497.0,640.0,2143.0,89.0,2570.0,4139.0,10204.0,11194.0,415.0,13120.0,843.0,651.0,1461.0,66.0,86716.0,443.0,89877.0,89999.0,794.0,380.0,91176.0,588.0,92646.0,83.0,591.0,93240.0,93240.0,65.0,64.0,168.0,175.0,55.0,625.0,51.0,168.0,160.0,60.0,1126.0,1652.0,403.0,444.0,1481.0,365.0,1861.0,461.0,1197.0,1327.0,2326.0,2319.0,43.0,3288.0,3219.0,2762.0,2758.0,244.0,5383.0,105.0,125.0,7429.0,93.0,168.0,179.0,119.0,52.0,246.0,266.0,164.0,379.0,948.0,70.0,48.0,53.0,236.0,53.0,1170.0,137.0,10900.0,11511.0,4241.0,705.0,18423.0,1263.0,785.0,3056.0,22563.0,22563.0,22701.0,22701.0,606.0,118204.0,123.0,307.0,69.0,458.0,220.0,460.0,123569.0,5484.0,125979.0,784.0,882.0,688.0,128404.0
2020-01-08,3159.0,4460.0,644.0,305.0,813.0,3638.0,309.0,612.0,244.0,439.0,1497.0,640.0,2138.0,89.0,2563.0,4135.0,10190.0,11182.0,414.0,13114.0,840.0,650.0,1460.0,66.0,86694.0,440.0,89841.0,89999.0,792.0,380.0,91174.0,578.0,92633.0,83.0,588.0,93223.0,93223.0,64.0,66.0,168.0,171.0,55.0,629.0,51.0,168.0,159.0,62.0,1130.0,1665.0,403.0,444.0,1474.0,365.0,1866.0,461.0,1205.0,1323.0,2336.0,2412.0,43.0,3453.0,3386.0,2929.0,2924.0,244.0,5546.0,104.0,123.0,7420.0,93.0,168.0,179.0,119.0,52.0,254.0,266.0,161.0,382.0,948.0,70.0,48.0,53.0,236.0,53.0,1167.0,137.0,10885.0,11496.0,4240.0,701.0,18420.0,1257.0,785.0,3050.0,22557.0,22557.0,22694.0,22694.0,606.0,118197.0,131.0,320.0,69.0,466.0,221.0,464.0,123604.0,5505.0,126023.0,794.0,949.0,710.0,128366.0
2020-01-09,3159.0,4460.0,648.0,305.0,813.0,3642.0,309.0,612.0,241.0,437.0,1497.0,641.0,2138.0,89.0,2556.0,4131.0,10174.0,11167.0,411.0,13111.0,837.0,647.0,1463.0,65.0,86673.0,440.0,89821.0,89999.0,798.0,380.0,91171.0,567.0,92620.0,82.0,582.0,93205.0,93205.0,63.0,69.0,169.0,169.0,57.0,633.0,50.0,166.0,159.0,62.0,1133.0,1671.0,403.0,444.0,1472.0,365.0,1867.0,461.0,1206.0,1319.0,2336.0,2410.0,43.0,3517.0,3475.0,3072.0,3076.0,244.0,5708.0,104.0,122.0,7415.0,93.0,167.0,179.0,119.0,52.0,257.0,266.0,155.0,386.0,948.0,70.0,48.0,53.0,236.0,53.0,1155.0,137.0,10863.0,11475.0,4233.0,722.0,18426.0,1254.0,785.0,3042.0,22560.0,22560.0,22733.0,22733.0,617.0,118201.0,149.0,338.0,84.0,481.0,224.0,469.0,123657.0,5498.0,126057.0,810.0,1026.0,736.0,128564.0
2020-01-10,3152.0,4460.0,649.0,302.0,812.0,3643.0,309.0,612.0,240.0,436.0,1500.0,641.0,2141.0,89.0,2548.0,4135.0,10163.0,11159.0,408.0,13104.0,830.0,642.0,1472.0,65.0,86644.0,440.0,89801.0,89999.0,801.0,380.0,91175.0,557.0,92612.0,82.0,577.0,93190.0,93190.0,67.0,75.0,170.0,179.0,65.0,640.0,50.0,165.0,159.0,61.0,1137.0,1672.0,402.0,445.0,1472.0,367.0,1870.0,460.0,1206.0,1319.0,2334.0,2404.0,44.0,3513.0,3473.0,3114.0,3133.0,243.0,5820.0,103.0,122.0,7410.0,92.0,165.0,179.0,119.0,52.0,259.0,264.0,148.0,389.0,948.0,70.0,48.0,53.0,236.0,53.0,1143.0,137.0,10837.0,11449.0,4213.0,750.0,18453.0,1253.0,785.0,3047.0,22587.0,22587.0,22906.0,22906.0,638.0,118320.0,186.0,373.0,101.0,504.0,235.0,474.0,123806.0,5488.0,126178.0,837.0,1116.0,813.0,128786.0
